"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"somclid_prkm"
"ENSMUSG00000026447_Pik3c2b"	1.25	1.73	6.14	11.795	6.055	3.135	2.755	2.88	6
"ENSMUSG00000033595_Lgi3"	0.13	0.06	0.17	0.045	0.3	4.93	8.325	11.925	10
"ENSMUSG00000021360_Gcnt2"	9.61	12.34	3.18	1.3	0.76	0.575	0.46	0.455	2
"ENSMUSG00000021684_Pde8b"	0.39	0.76	0.48	0.415	4.32	7.76	9.58	12.32	10
"ENSMUSG00000020080_Hkdc1"	0.39	4.41	12.35	7.025	0.925	0.37	0.155	0.16	5
"ENSMUSG00000021182_Ccdc88c"	9.885	12.35	6.29	6.455	4	1.205	0.775	0.685	3
"ENSMUSG00000043099_Hic1"	0.59	0.22	12.35	10.335	3.21	1.935	1.04	1.315	5
"ENSMUSG00000030134_Rasgef1a"	0.405	0.45	0.12	0.13	2.1	5.175	6.35	12.36	10
"ENSMUSG00000002908_Kcnn1"	1.2	1.52	2.69	12.23	1.435	4.52	2.43	2.145	6
"ENSMUSG00000001493_Meox1"	0.975	0.11	12.4	1.8	0.05	0.03	0.02	0.015	4
"ENSMUSG00000042429_Adora1"	0.285	0.51	3.8	4.4	12.35	10.945	6.885	7.185	8
"ENSMUSG00000069671_Nkain2"	0.06	0.05	1.16	0.835	12.21	10.39	7.55	5.195	8
"ENSMUSG00000022053_Ebf2"	0.02	0.08	4.24	11.835	1.61	0.735	0.375	0.365	6
"ENSMUSG00000032041_Tirap"	3.825	4.83	12.44	7.61	1.79	1.115	0.71	0.89	4
"ENSMUSG00000048490_Nrip1"	0.775	2.18	12.45	6.525	7.38	5.455	4.105	2.68	5
"ENSMUSG00000072640_1810012P15Rik"	2.14	0.75	1.16	0.955	5.875	8.295	8.88	12.385	10
"ENSMUSG00000034275_Igsf9b"	2.03	3.09	1.68	1.175	3.88	12.375	9.86	4.945	9
"ENSMUSG00000070643_Sox13"	8.8	8.85	12.51	9.34	3.645	0.535	0.58	1.13	4
"ENSMUSG00000033737_Fndc3c1"	3.295	2.51	12.52	3.47	0.705	0.045	0.025	0.02	4
"ENSMUSG00000091609_AL954377.1"	12.115	6.94	1.31	1.34	0.85	0.175	0.155	0.17	1
"ENSMUSG00000042444_Fam63b"	0.855	1.28	5.13	7.225	9.49	12.24	9.815	8.8	8
"ENSMUSG00000063919_Srrm4"	0.075	0.06	5.07	10.905	12.54	6.9	4.86	4.855	7
"ENSMUSG00000045062_Pcdhb7"	0	0.07	4.88	10.985	12.335	7.125	5.54	4.075	7
"ENSMUSG00000010358_Ifi35"	10.975	2.44	2.71	1.855	1.015	1.03	0.5	0.93	1
"ENSMUSG00000021057_Akap5"	0.37	0.58	0.79	1.46	4.565	12.495	11.51	6.07	9
"ENSMUSG00000035184_Fam124a"	0.335	0.43	1.01	3.05	12.165	5.67	2.525	2.575	7
"ENSMUSG00000046449_C77370"	4.085	11.61	0.89	3.545	12.435	9.265	6.62	5.23	8
"ENSMUSG00000058589_Anks1b"	0.27	0.41	2.02	1.92	9.495	12.53	10.74	9.085	9
"ENSMUSG00000001750_Tcirg1"	8.285	11.1	12.6	8.16	1.38	0.985	0.855	2.18	4
"ENSMUSG00000021098_4930447C04Rik"	9.195	12.6	1.69	0.325	0.315	0.065	0.07	0.14	1
"ENSMUSG00000052353_9930013L23Rik"	0.295	2.06	12.6	7.465	3.875	4.275	3.735	1.86	5
"ENSMUSG00000091636_AC127693.1"	0.04	0.02	0.1	0.455	3.655	6.99	8.13	12.5	10
"ENSMUSG00000055737_Ghr"	0.8	1.74	8.96	12.61	3.275	2.55	2.04	2.52	5
"ENSMUSG00000078954_Arhgap8"	12.385	3.69	6.52	1.93	0.43	0.145	0.055	0.03	2
"ENSMUSG00000032352_Lrrc1"	10.235	12.64	10.26	5.865	3.98	1.585	1.235	1.25	3
"ENSMUSG00000034037_Fgd5"	4.225	4.97	1.63	3.955	12.485	11.005	6.54	4.585	8
"ENSMUSG00000040612_Ildr2"	0.22	0.25	12.65	2.635	1.57	3.155	2.445	2.225	5
"ENSMUSG00000040855_Reps2"	0.435	0.69	0.25	1.34	3.36	6.24	9.21	12.29	10
"ENSMUSG00000028456_Unc13b"	4.51	7.09	12.66	9.94	4.63	1.44	0.965	0.93	4
"ENSMUSG00000031616_Ednra"	0.19	0.45	12.66	8.59	2.335	3.095	1.87	2.18	5
"ENSMUSG00000039607_Rbms3"	0.02	0.19	3.6	10.78	9.515	12.45	11.615	9.78	8
"ENSMUSG00000021708_Rasgrf2"	0.095	0.06	0.01	0.025	1.93	10.84	11.905	12.055	10
"ENSMUSG00000040478_Prdm13"	0.005	0.03	12.71	3.925	0.135	0.025	0.015	0.025	5
"ENSMUSG00000049755_Zfp672"	0.5	0.82	6.89	9.41	8.805	10.245	11.945	12.525	8
"ENSMUSG00000029338_Antxr2"	0.33	0.91	12.73	6.835	1.74	1.425	1.215	1.91	5
"ENSMUSG00000034040_Wbscr17"	0.165	0.13	2.24	2.26	10.36	10.39	11.025	12.47	9
"ENSMUSG00000039913_Pak7"	0.045	0.06	1.89	12.435	9.55	4.635	2.845	2.44	7
"ENSMUSG00000019737_AI428936"	12.585	7.27	4.29	1.715	1.63	0.675	0.63	1.52	1
"ENSMUSG00000035236_Scai"	1.165	1.98	2.86	4.57	8.005	12.475	12.07	8.675	9
"ENSMUSG00000038349_Plcl1"	0.075	0.05	2.58	7.49	5.65	9.595	12.55	12.075	10
"ENSMUSG00000038422_Hdhd3"	1.34	1.02	5.1	8.7	6.335	7.345	10.095	12.55	10
"ENSMUSG00000039145_Camk1d"	6.405	7.68	1.05	2.16	4.69	12.515	9.75	8.39	10
"ENSMUSG00000035473_Galm"	10.855	12.75	7.48	3.6	0.92	0.215	0.225	0.39	2
"ENSMUSG00000036278_Macrod1"	2.61	10.18	1.99	1.175	4.28	5.59	7.345	12.005	10
"ENSMUSG00000051323_Pcdh19"	0.12	0.18	6.76	6.12	9.535	12.615	11.795	8.93	8
"ENSMUSG00000032375_Aph1b"	0.375	0.67	3.79	8.195	12.425	9.855	8.785	8.665	8
"ENSMUSG00000040105_Ppapdc2"	1.085	2.09	5.75	7.25	9.08	12.605	11.435	11.825	9
"ENSMUSG00000027674_Pex5l"	0.175	0.37	2.05	1.785	6.23	6.545	9.05	12.73	10
"ENSMUSG00000043155_Hpdl"	11.495	6.8	0.74	0.46	0.25	0.08	0.095	0.09	1
"ENSMUSG00000071847_Apcdd1"	2.03	2.8	12.78	6.23	7.915	2.175	1.855	0.87	5
"ENSMUSG00000025529_Zfp711"	0.39	0.62	4.99	12.425	12.24	10.525	8.36	7.815	7
"ENSMUSG00000046387_Pcdhb17"	0.155	0.27	4.98	12.34	9.65	6.31	4.555	3.24	6
"ENSMUSG00000025225_Nfkb2"	10.03	12.82	10.85	7.725	1.695	0.81	0.51	0.655	3
"ENSMUSG00000031262_Cenpi"	12.34	10.68	10.68	3.445	2.36	0.515	0.26	0.2	3
"ENSMUSG00000039263_Npepl1"	11.745	12.82	6.81	3.84	1.34	0.315	0.18	0.365	2
"ENSMUSG00000033510_Otud7a"	0.32	0.43	1.31	3.285	6.75	11.35	12.515	12.605	10
"ENSMUSG00000043673_Kcns3"	2.225	2.45	1.14	1.46	1.75	4.855	9.365	12.79	10
"ENSMUSG00000037736_Limch1"	0.555	1.23	3.47	5.465	12.65	12.73	9.75	9.27	8
"ENSMUSG00000066952_Myo1h"	3.97	3.42	8.61	12.06	5.045	1.71	1.155	1.67	5
"ENSMUSG00000030757_Zkscan2"	0.805	0.91	3.08	4.675	11.235	12.28	9.67	9.36	8
"ENSMUSG00000019992_Fam54a"	12.855	7.51	7.04	2.185	1.055	0.195	0.165	0.22	2
"ENSMUSG00000031772_Cntnap4"	0.015	0.01	0.14	0.28	5.69	11.91	12.875	10.86	10
"ENSMUSG00000055214_Pld5"	0.015	0.08	0.36	1.315	2.015	6.685	9.06	12.745	10
"ENSMUSG00000046947_Adck2"	1.63	2.44	7.12	7.29	8.8	9.08	11.42	12.84	9
"ENSMUSG00000056602_Fry"	3.205	3.19	1.56	2.92	8.655	12.695	11.015	11.345	9
"ENSMUSG00000071064_Zfp827"	1.295	3.55	8.01	12.645	10.36	9.47	7.94	8.29	7
"ENSMUSG00000064225_Paqr9"	0.47	0.21	0.25	0.62	7.92	12.485	11.415	11.165	9
"ENSMUSG00000034645_Zyg11a"	7.74	12.94	0.66	0.23	0.29	0	0.005	0.01	1
"ENSMUSG00000036461_Elf1"	3.685	4.86	12.96	10.575	2.345	1.16	1.05	1.395	5
"ENSMUSG00000040434_Gyltl1b"	11.28	12.96	5.12	1.97	0.57	0.075	0.09	0.07	2
"ENSMUSG00000051735_Rinl"	11.785	9.6	0.91	0.415	0.285	0.08	0.075	0.095	1
"ENSMUSG00000020253_Ppm1m"	11.58	12.98	10.62	7.005	1.365	0.96	0.95	2.01	3
"ENSMUSG00000029337_Fgf5"	2.845	13	0.47	0.495	0.725	0.44	0.42	0.55	2
"ENSMUSG00000028068_Iqgap3"	12.705	11.46	12.59	2.76	1.695	0.115	0.06	0.045	3
"ENSMUSG00000040728_Esrp1"	12.17	10.8	1.21	0.775	0.81	0.025	0.045	0.025	1
"ENSMUSG00000022180_Slc7a8"	1.235	2.16	0.51	1.015	4.805	10.99	12.995	9.925	10
"ENSMUSG00000022676_Snai2"	0.575	0.94	5.87	12.98	0.76	0.545	0.28	0.44	5
"ENSMUSG00000039208_Metrnl"	1.365	0.26	1.76	3.405	4.205	6.805	9.145	12.255	10
"ENSMUSG00000063605_Ccdc102a"	5.255	5.15	5.56	11.82	2.345	1.075	0.625	0.955	5
"ENSMUSG00000027171_Prrg4"	12.145	11.5	0.64	0.39	1.375	1.225	0.89	1.005	1
"ENSMUSG00000037025_Foxa2"	0.19	2.28	13.04	11.75	1.795	0.725	0.23	0.27	5
"ENSMUSG00000032220_Myo1e"	12.645	10.36	6.23	3.42	1.655	0.46	0.34	0.535	2
"ENSMUSG00000030102_Itpr1"	10.76	13.07	4.8	2.175	1.12	0.495	0.505	0.79	2
"ENSMUSG00000039372_Mar-04"	0.015	0.04	4.04	12.995	8.985	9.29	8.09	7.72	7
"ENSMUSG00000032717_Mdfi"	8.825	5.49	13.08	8.2	2.555	0.795	0.38	0.62	4
"ENSMUSG00000028175_Depdc1a"	12.65	13.09	10.67	2.83	1.37	0.06	0.02	0.03	3
"ENSMUSG00000028776_Tinagl1"	1.565	1.1	13.1	9.78	1.53	0.875	0.355	0.395	5
"ENSMUSG00000000093_Tbx2"	0.065	0.88	13.12	9.245	1.19	0.72	0.835	1.765	5
"ENSMUSG00000039720_Got1l1"	12.57	9.94	0.5	0.165	1.91	1.955	1.52	2.055	1
"ENSMUSG00000046807_AI646023"	0.205	0.06	0.88	3.385	12.985	10.515	7.685	6.29	8
"ENSMUSG00000022906_Parp9"	12.54	6.12	4.14	1.445	0.67	0.275	0.135	0.275	1
"ENSMUSG00000053552_Ebf4"	0.145	0.77	3.9	3.505	10.225	11.26	8.375	12.785	9
"ENSMUSG00000070056_Mfhas1"	0.625	1.75	5.72	12.77	10.83	10.995	10.6	9.87	7
"ENSMUSG00000013418_B4galnt2"	1.365	5.71	13.16	7.685	1.935	1.22	0.59	0.39	4
"ENSMUSG00000031302_Nlgn3"	0.485	0.24	0.4	1.2	4.745	12.675	13.03	10.86	10
"ENSMUSG00000062031_Athl1"	5.245	13.17	11.99	6.615	2.01	0.47	0.38	0.675	4
"ENSMUSG00000070526_Peg12"	0.62	0.99	13.17	8.47	2.69	1.165	1.155	0.9	5
"ENSMUSG00000072623_Zfp9"	0.15	0.32	5.31	10.865	11.53	13.105	13.18	12.37	8
"ENSMUSG00000023886_Smoc2"	0.125	0.32	4.18	8.895	3.41	6.515	5.74	11.54	7
"ENSMUSG00000029287_Tgfbr3"	0.7	3.43	13.27	12.33	1.475	1.385	1.095	1.425	5
"ENSMUSG00000036223_Ska1"	13.13	9.05	5.01	1.215	0.845	0.055	0.02	0.04	1
"ENSMUSG00000048012_Zfp473"	12.725	13.3	3.76	1.915	0.88	0.335	0.55	0.755	1
"ENSMUSG00000050107_Gsg2"	12.215	12.05	8.05	3.285	1.46	0.08	0.045	0.025	2
"ENSMUSG00000034472_Rasd2"	4.88	2.85	0.37	0.255	2.925	4.385	5.31	13.3	10
"ENSMUSG00000058346_Ces5a"	7.075	13.32	3.99	4.105	1.515	1.11	0.65	0.885	2
"ENSMUSG00000004698_Hdac9"	0.46	0.62	2.8	1.36	3.77	6.61	10.85	13.13	10
"ENSMUSG00000028354_Fmn2"	0.85	0.82	6.48	9.83	11.74	12.11	12.055	12.92	8
"ENSMUSG00000029826_Zc3hav1"	3.365	3.23	13.35	7.185	1.165	0.935	0.77	0.745	4
"ENSMUSG00000034460_Six4"	11.93	13.35	3.34	1.845	0.725	0.28	0.325	0.5	1
"ENSMUSG00000046591_5730590G19Rik"	12.845	13.35	7.58	2.9	1.375	0.08	0.045	0.01	2
"ENSMUSG00000048612_Myof"	6.67	8.18	13.35	8.47	1.05	0.67	0.455	1.005	4
"ENSMUSG00000022949_Clic6"	0.79	13.36	4.75	1.65	0.72	0.165	0.08	0.145	3
"ENSMUSG00000026708_Cenpl"	10.425	10.22	13.36	5.87	2.42	0.98	0.985	1.115	3
"ENSMUSG00000057315_Arhgap24"	0.485	0.34	0.84	1.12	3.665	11.34	12.73	10.37	10
"ENSMUSG00000019944_Rhobtb1"	0.73	0.96	8.9	12.315	5.61	1.605	0.925	0.79	5
"ENSMUSG00000020098_Pcbd1"	9.22	8.38	13.37	4.775	1.93	1.425	0.605	0.38	3
"ENSMUSG00000031627_Irf2"	0.685	1.48	11.24	6.505	6.115	12.06	13.325	12.89	10
"ENSMUSG00000055980_Irs1"	0.345	1.79	13.37	9.895	5.86	8.585	8.99	6.47	6
"ENSMUSG00000036907_C1ql2"	0.025	0.03	0.03	0.025	1.345	9.285	12.7	9.93	10
"ENSMUSG00000040152_Thbs1"	1.61	0.98	4.65	13.21	12.805	2.88	2.05	4.735	6
"ENSMUSG00000037628_Cdkn3"	10.22	13.4	10.07	2.945	1.935	0.97	0.8	0.36	3
"ENSMUSG00000063972_Nr6a1"	11.005	12.59	8.78	5.125	4	1.25	1.235	1.515	3
"ENSMUSG00000028525_Pde4b"	0.245	0.49	1.09	1.165	13.275	9.695	7.575	6.82	8
"ENSMUSG00000036915_Kirrel2"	11.165	4.22	2.55	2.33	0.175	0.055	0.045	0.035	1
"ENSMUSG00000038305_Spats2l"	0.65	1.01	5.49	8.9	13.145	13.255	11.905	9.615	8
"ENSMUSG00000017417_Plxdc1"	9.55	13.43	0.19	0.19	0.435	1.03	1.045	1.645	1
"ENSMUSG00000027175_Tcp11l1"	1.38	2.26	6.25	10.615	8.825	10.62	10.58	12.21	8
"ENSMUSG00000048387_Osr1"	0	0.04	4.2	12.665	1.075	0.21	0.035	0.105	6
"ENSMUSG00000073434_Wdr90"	5.25	9.76	13.44	5.115	5.575	1.475	0.855	1.4	4
"ENSMUSG00000005057_Sh2b2"	1.825	1.21	4.37	11.17	13.07	6.36	4.61	3.14	7
"ENSMUSG00000037020_Wdr62"	10.895	13.46	7.27	3.1	2.32	0.965	0.65	0.575	2
"ENSMUSG00000032501_Trib1"	6.99	13.47	7.99	9.965	5.03	1.48	1.66	1.685	3
"ENSMUSG00000026398_Nr5a2"	8.15	13.49	1.37	1.255	0.6	0.885	0.92	0.52	1
"ENSMUSG00000043251_Exoc3l"	11.41	9.76	1.08	2.295	2.865	1.75	1.745	1.665	1
"ENSMUSG00000021662_Rgnef"	4.065	13.5	2.89	2.225	2.435	1.955	1.28	1.255	2
"ENSMUSG00000050069_Grem2"	0.055	0.02	1.38	6.05	4.035	12.07	13.42	12.135	10
"ENSMUSG00000051486_Pcdhb11"	0	0.23	8.55	13.37	8.65	6.62	5.245	4.665	6
"ENSMUSG00000017550_Atad5"	12.15	13.51	9	4.9	2.845	1.065	0.79	0.715	3
"ENSMUSG00000025909_Sntg1"	0.045	0.03	0.29	0.555	7.55	9.31	11.95	12.885	10
"ENSMUSG00000001827_Folr1"	11.72	4.2	1.8	0.735	1.975	0.145	0.15	0.03	1
"ENSMUSG00000024664_Fads3"	0.77	0.51	7.37	13.02	11.305	12.98	10.365	9.535	7
"ENSMUSG00000052151_Ppap2c"	11.925	5.98	11.37	5.265	2.48	1.505	1.29	1.62	3
"ENSMUSG00000035735_Dagla"	0.99	0.75	1.13	2.165	10.775	13.515	11.83	10.18	9
"ENSMUSG00000034320_Slc26a2"	6.795	6.44	13.57	6.795	1.935	1.19	0.885	1.23	4
"ENSMUSG00000066007_Zfp600"	7.765	13.57	0.38	0.55	0.4	0	0	0	1
"ENSMUSG00000034573_Ptpn13"	5.965	13.59	13.31	5.63	2.43	0.41	0.28	0.295	3
"ENSMUSG00000062312_Erbb2"	2.8	4.3	13.59	9.195	1.735	0.525	0.305	0.52	5
"ENSMUSG00000023008_Fmnl3"	12.67	10.5	9.66	7.6	3.59	1.475	1.07	1.165	3
"ENSMUSG00000037826_Ppm1k"	1.43	1.61	2.75	2.465	3.29	6.97	10.435	13.53	10
"ENSMUSG00000042797_Aqp11"	3.345	2.77	2.93	1.815	10.52	13.24	12.215	8.525	9
"ENSMUSG00000021676_Iqgap2"	8.565	13.62	8.43	4.765	1.705	0.77	0.5	0.585	3
"ENSMUSG00000002475_Abhd3"	1.57	1.33	2.09	2.22	1.255	4.415	8.935	13.625	10
"ENSMUSG00000036469_Mar-01"	0.03	0.08	0.37	1.81	10.885	13.215	12.59	11.28	9
"ENSMUSG00000021758_Ddx4"	12.43	10.49	3.01	0.645	0.72	0.06	0.05	0.145	1
"ENSMUSG00000036095_Dgkb"	0.065	0.14	0.32	0.57	2.715	11.09	12.955	13.235	10
"ENSMUSG00000020701_Tmem132e"	0.115	0.09	9.46	3.47	6.705	13.515	11.73	10.985	9
"ENSMUSG00000073460_Pnldc1"	12.56	10.6	1.45	0.595	1.3	0.215	0.255	0.365	1
"ENSMUSG00000020387_Phf15"	5.305	6.04	1.55	0.415	1.65	8.685	12.345	13.45	10
"ENSMUSG00000032673_Prorsd1"	13	7.69	10.51	11.17	3.79	2.365	1.285	1.84	3
"ENSMUSG00000034394_Lif"	1.775	2.77	13.68	3.77	0.985	0.335	0.155	0.26	4
"ENSMUSG00000026311_Asb1"	1.655	1.99	5.52	9.695	5.905	12.05	13.44	11.645	9
"ENSMUSG00000021448_Shc3"	0.2	0.02	0.22	2.475	13.545	12.755	8.565	6.28	8
"ENSMUSG00000024659_Anxa1"	12.145	4.15	1.42	2.815	0.985	1.485	1.03	2.675	1
"ENSMUSG00000056972_Magel2"	0.6	1.06	1.76	8.635	13.64	10.695	8.69	5.5	7
"ENSMUSG00000020042_Btbd11"	2.28	2.66	2.13	1.88	9.39	13.655	12.12	10.025	9
"ENSMUSG00000035298_Klhl35"	0.015	0.02	1.84	12.3	0.045	0.02	0.01	0.015	6
"ENSMUSG00000046159_Chrm3"	0.055	0.03	0.59	0.58	7.64	11.495	13.125	10.315	9
"ENSMUSG00000060548_Tnfrsf19"	2.425	3.14	13.77	3.85	3.375	2.205	1.975	1.355	4
"ENSMUSG00000022020_Naa16"	13.17	13.38	5.9	3.64	2.145	1.035	1.505	1.725	2
"ENSMUSG00000033717_Adra2a"	0.175	0.55	13.8	7.17	6.7	7.51	5.84	5.52	6
"ENSMUSG00000036256_Igfbp7"	1.035	0.52	1.06	0.91	1.075	6.305	4.575	12.23	10
"ENSMUSG00000024534_Sncaip"	0.16	0.18	5.73	9.385	13.57	5.095	4.305	3.74	7
"ENSMUSG00000026156_B3gat2"	0.12	0.21	1.24	5.49	13.395	7.07	5.07	3.59	7
"ENSMUSG00000001504_Irx2"	0.545	0.82	10.65	13.16	4.76	7.08	6.87	7.145	6
"ENSMUSG00000023232_Serinc2"	6.205	4.05	8.1	13.265	4.065	0.655	0.4	0.58	5
"ENSMUSG00000051351_Zfp46"	0.675	1.23	6.15	13.275	11.385	9.515	7.195	6.015	7
"ENSMUSG00000007279_Scube2"	0.165	1.48	13.87	6.52	0.655	0.275	0.16	0.13	5
"ENSMUSG00000017412_Cacnb4"	0.05	0.03	0.21	1.2	3.345	10.285	13.7	12.865	10
"ENSMUSG00000024924_Vldlr"	0.635	1.39	11.16	10.505	13.095	11.9	12.955	13.19	7
"ENSMUSG00000030518_Fam189a1"	0.255	0.16	3.43	2.245	6.25	12.91	13.865	11.815	10
"ENSMUSG00000024043_Arhgap28"	4.345	4.75	13.24	13.555	2.11	0.605	0.28	0.17	5
"ENSMUSG00000033721_Vav3"	0.585	0.7	5.1	13.36	5.83	2.99	2.995	2.975	6
"ENSMUSG00000037653_Kctd8"	0.095	0.06	1.17	1.405	10.195	12.05	13.12	11.975	9
"ENSMUSG00000025085_Ablim1"	1.11	3.17	13.94	6.045	6.125	7.61	5.535	5.555	5
"ENSMUSG00000045382_Cxcr4"	0.805	2.47	13.94	12.485	7.995	0.825	0.465	0.32	5
"ENSMUSG00000055493_Epm2a"	0.87	1.31	1.51	1.27	9	13.14	12.815	13.515	10
"ENSMUSG00000000202_Btbd17"	0.92	0.47	13.95	7.68	1.86	0.73	0.385	0.235	5
"ENSMUSG00000013584_Aldh1a2"	0.94	0.67	2.38	13.415	0.375	0.15	0.105	0.08	6
"ENSMUSG00000050010_Shisa3"	0.385	0.41	13.97	4.195	1.02	1.225	1.18	1.385	5
"ENSMUSG00000024064_Galnt14"	0.46	0.38	2.46	3.685	13.475	9.065	6.44	4.94	8
"ENSMUSG00000025921_Rdh10"	1.33	2.42	13.93	13.37	5.27	5.565	6.39	5.555	5
"ENSMUSG00000024338_Psmb8"	13.375	5.6	1.95	0.445	0.785	0.405	0.4	0.245	1
"ENSMUSG00000062257_Opcml"	0.01	0.02	0.96	0.71	8.35	14.025	12.63	11.485	9
"ENSMUSG00000008496_Pou2f2"	0.94	0.76	4.95	12.93	2.8	1.95	1.44	0.93	6
"ENSMUSG00000030020_Prickle2"	0.84	2.82	2.41	5.98	9.76	11.305	12.795	13.41	9
"ENSMUSG00000059921_Unc5c"	0.025	0.2	8.84	13.35	4.89	4.565	4.07	3.86	6
"ENSMUSG00000041064_Pif1"	11.435	14.07	6.34	1.98	0.77	0.055	0.03	0.025	2
"ENSMUSG00000045377_Tmem88"	12.565	11.45	3.24	1.66	0.615	0.165	0.145	0.19	1
"ENSMUSG00000047221_Fam185a"	9.935	7.29	2.61	1.17	7.09	9.44	13.08	13.965	10
"ENSMUSG00000041078_Grid1"	0.155	0.18	1.94	2.77	11.99	13.64	13.715	13.725	9
"ENSMUSG00000072762_4930522L14Rik"	9.22	14.08	6.04	3.6	2.86	2.01	1.595	2.275	2
"ENSMUSG00000015501_Hivep2"	0.285	0.5	4.46	5.365	8.64	13.705	9.28	7.255	8
"ENSMUSG00000028364_Tnc"	0.07	0.52	4.19	13.72	6.54	2.04	2.37	2.45	6
"ENSMUSG00000027257_Pacsin3"	10.425	10.36	14.11	7.275	2.385	1.295	1.395	2.575	3
"ENSMUSG00000042289_Hsd3b7"	11.545	10.78	5.4	3.97	2.04	1.21	1.05	1.73	2
"ENSMUSG00000031666_Rbl2"	1.8	4.17	6.64	8.735	10.8	9.895	9.815	14.09	8
"ENSMUSG00000028392_Bspry"	12.995	5.44	0.65	0.6	0.965	0.535	0.665	0.715	1
"ENSMUSG00000051599_Pcdhb2"	0.09	0.25	5.1	9.555	14.095	10.09	7.975	6.28	7
"ENSMUSG00000024039_Cbs"	13.745	4.05	0.89	1.41	2.125	1.175	1.62	1.21	1
"ENSMUSG00000006464_Bbs1"	0.89	2.72	9.25	13.85	7.58	8.22	8.035	8.745	6
"ENSMUSG00000029651_Mtus2"	1.595	1.11	4.27	13.72	10.92	5.6	3.41	3.58	6
"ENSMUSG00000047067_Dusp28"	2.84	1.46	4.53	5.805	6.345	6.89	8.22	13.815	10
"ENSMUSG00000058056_Palld"	4.64	5.61	9.69	13.62	3.175	0.86	0.48	0.545	5
"ENSMUSG00000079009_Gm14139"	11.245	14.19	1.5	0.535	0.73	0.205	0.065	0.13	1
"ENSMUSG00000010342_Tex14"	10.79	14.2	2	0.315	0.395	0.085	0.12	0.11	1
"ENSMUSG00000019996_Mtap7"	13.195	9.27	4.54	1.44	1.6	1.745	1.84	2.035	1
"ENSMUSG00000021697_Depdc1b"	10.88	14.23	12.33	3.655	1.34	0.06	0.08	0.025	3
"ENSMUSG00000066189_Cacng3"	0.04	0.04	0.19	0.305	11.385	13.79	10.72	8.78	9
"ENSMUSG00000071604_Fam189a2"	0.635	6.74	14.23	7.065	3.235	4.385	5.19	6.19	5
"ENSMUSG00000021990_Spata13"	6.85	7.14	14.25	4.66	2.43	0.55	0.285	0.225	4
"ENSMUSG00000009075_Cabp7"	1.39	0.7	2.99	1.825	1.46	5.13	8.01	14.005	10
"ENSMUSG00000074604_Mgst2"	0.23	0.22	2.93	13.79	0.495	1.36	0.995	1.005	6
"ENSMUSG00000022120_Rnf219"	1.28	2.11	9.2	13.945	7.325	5.215	4.19	4.755	6
"ENSMUSG00000051517_E130306D19Rik"	12.35	11.7	12.25	2.7	1.165	0.15	0.135	0.125	3
"ENSMUSG00000078452_Raet1d"	11.565	13.4	10.57	1.785	0.82	0.255	0.11	0.175	3
"ENSMUSG00000020653_Klf11"	8.95	14.32	10.29	7.79	6.49	2.605	1.525	1.815	3
"ENSMUSG00000041842_Fhdc1"	0.56	1.19	14.33	7.88	5.115	5.52	5.95	5.785	5
"ENSMUSG00000043629_1700019D03Rik"	8.465	14.33	0.64	0.6	1.095	1.575	2.51	4.8	1
"ENSMUSG00000048126_Col6a3"	0.04	0.02	1.04	5.205	11.29	13.35	7.695	8.55	8
"ENSMUSG00000070476_9030418K01Rik"	1.885	1.64	0.99	2.78	6.53	10.855	12.52	14.36	10
"ENSMUSG00000022683_Pla2g10"	13.275	8.65	0.09	0.165	0.255	0.05	0.04	0.075	1
"ENSMUSG00000024424_Ttc39c"	0.95	1.04	4.05	3.175	6.12	7.945	11.025	14.165	10
"ENSMUSG00000040322_Slc25a24"	1.52	2.88	13.47	14.22	1.515	0.865	0.665	0.68	5
"ENSMUSG00000019917_Sep-10"	12.605	14.46	14.03	5.33	2.855	1.03	0.825	1.115	3
"ENSMUSG00000037337_Map4k1"	14.105	11.59	3.65	1.515	2.355	1.275	1.205	1.74	1
"ENSMUSG00000031434_Morc4"	2.835	3.43	14.5	6.005	1.865	0.995	1.605	2.765	5
"ENSMUSG00000045009_Prrt3"	0.92	0.32	0.58	0.255	5.345	11.67	14.095	13.335	10
"ENSMUSG00000049097_Ankrd34a"	3.005	1.66	0.39	0.41	1.1	9.605	11.635	14.32	10
"ENSMUSG00000034485_Uaca"	12.42	11.57	14.54	5.725	2.645	0.825	0.57	1.185	3
"ENSMUSG00000050541_Adra1b"	0.02	0.02	0.27	0.245	5.16	14.17	10.655	9.775	10
"ENSMUSG00000021506_Pitx1"	0.085	0.15	14.56	3.93	1.55	0.105	0.055	0.025	5
"ENSMUSG00000015652_Steap1"	14.56	8.59	2.27	0.82	0.64	0.315	0.595	0.68	1
"ENSMUSG00000026525_Opn3"	0.895	1.01	4.94	3.33	5.395	14.115	13.61	7.735	9
"ENSMUSG00000006457_Actn3"	13.81	11.03	1.09	1.485	2.365	1.83	1.27	0.705	1
"ENSMUSG00000033949_Trim36"	2.28	1.13	4.38	14.095	8.22	5.555	4.085	2.31	6
"ENSMUSG00000055373_Fut9"	1.895	4.36	1.34	0.645	8.77	14.41	12.27	10.195	9
"ENSMUSG00000026072_Il1r1"	0.405	0.76	14.66	3.335	0.055	0.07	0.035	0.105	5
